,Id,Name,Category,Distance,Address,Latitude,Longitude,review_count,rating
347,m2WDXu6r-o8Gc1RyHq54Ag,Chez Claire,"[{'alias': 'seafood', 'title': 'Seafood'}]",112,12 rue d'Orange,43.31263,5.3864,4,4.5
348,RKtsI54LAZK8uGwYev225w,La Salle des Machines,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",280,41 rue Jobin,43.3096313,5.3903298,5,3.5
349,2vB1EaigawOJsblnrhQdXA,Restaurant des Chutes Lavie,"[{'alias': 'french', 'title': 'French'}]",1026,45 avenue des Chutes Lavie,43.315776,5.39864,17,4.0
350,H1o9mtPjC0If1citMNTBVw,Les Grandes Tables,"[{'alias': 'french', 'title': 'French'}]",84,41 rue Jobin,43.310342440269,5.39016813491821,58,3.5
351,pIT6-LSvd5nyy8jgG6Q1sA,La Cantine du Midi,"[{'alias': 'french', 'title': 'French'}]",283,36 rue Bernard,43.3107213,5.3871257,10,4.5
352,5vvx5WF37bIswDIasxuRHw,Rouge Belle de Mai,"[{'alias': 'french', 'title': 'French'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",327,47 rue Fortuné Jourdan,43.311361,5.387022,19,4.5
353,dgIFNUTyd6ZbWGyTJFyAnQ,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",970,10 rue Bernex,43.3009903,5.3881795,23,4.5
354,moqTbZsBc6V1Z_6hZ1utoQ,La Table Cinq,"[{'alias': 'french', 'title': 'French'}]",927,8 avenue des Chartreux,43.30304,5.39733,45,4.5
355,I_GTBZ74Wb9DOQg-itmGaA,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",681,Place Henri Dunant,43.304251217793,5.3943953234515,81,4.5
356,bpkiPalGJGKcPieQIIeeXQ,Studio 37,"[{'alias': 'french', 'title': 'French'}]",57,37 rue Guibal,43.30753,5.3872,25,3.0
357,P__7FBiVbpZn4Wgf9qOnzw,Le Débouché,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",915,3 bd National,43.30155,5.38749,20,4.5
358,akqoNKGIK_ft4Bad0qkRbA,Coté Sud,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}]",1167,28 rue Maréchal Fayolle,43.30094,5.39844,46,4.5
359,mCeyZXqQpeAJwN0AuGx8aQ,Friterie Werner & Co,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",983,9 Rue Guy Mocquet,43.3137,5.3795,30,4.0
360,moqTbZsBc6V1Z_6hZ1utoQ,La Table Cinq,"[{'alias': 'french', 'title': 'French'}]",142,8 avenue des Chartreux,43.30304,5.39733,45,4.5
361,wwcX2d_9rQmz9OzUQEVFHw,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",1245,41 rue Adolphe Thiers,43.2972899,5.38546,65,4.5
362,I_GTBZ74Wb9DOQg-itmGaA,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",252,Place Henri Dunant,43.304251217793,5.3943953234515,81,4.5
363,dgIFNUTyd6ZbWGyTJFyAnQ,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",838,10 rue Bernex,43.3009903,5.3881795,23,4.5
364,qo-RA8bUjBfEXS12QKMWYQ,Greendeliss,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",248,11 avenue du Maréchal Foch,43.30201,5.39782,13,4.0
365,XEuh83BPsWmu3UouK7yKvg,La Fournée d'Inès,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",60,2 Boulevard Jardin Zoologique,43.30384,5.39707,25,4.0
366,R2-tSJ65RV83w72w48372Q,Riz D'or,"[{'alias': 'chinese', 'title': 'Chinese'}]",74,21 ave des Chartreux,43.3036385,5.3976998,21,4.5
367,cKF1UxrhAmsQWwYTjOM0QQ,Le Jardin des Arts,"[{'alias': 'french', 'title': 'French'}]",474,53 Rue Marx Dormoy,43.30004,5.39683,57,4.0
368,akqoNKGIK_ft4Bad0qkRbA,Coté Sud,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}]",378,28 rue Maréchal Fayolle,43.30094,5.39844,46,4.5
369,cRADeb52wDS3NbR_8tdvHg,Parc Longchamp,"[{'alias': 'parks', 'title': 'Parks'}]",232,Boulevard Jardin Zoologique,43.304587,5.394667,22,4.0
370,dgIFNUTyd6ZbWGyTJFyAnQ,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",1122,10 rue Bernex,43.3009903,5.3881795,23,4.5
371,H1o9mtPjC0If1citMNTBVw,Les Grandes Tables,"[{'alias': 'french', 'title': 'French'}]",536,41 rue Jobin,43.310342440269,5.39016813491821,58,3.5
372,moqTbZsBc6V1Z_6hZ1utoQ,La Table Cinq,"[{'alias': 'french', 'title': 'French'}]",673,8 avenue des Chartreux,43.30304,5.39733,45,4.5
373,I_GTBZ74Wb9DOQg-itmGaA,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",559,Place Henri Dunant,43.304251217793,5.3943953234515,81,4.5
374,cKF1UxrhAmsQWwYTjOM0QQ,Le Jardin des Arts,"[{'alias': 'french', 'title': 'French'}]",1000,53 Rue Marx Dormoy,43.30004,5.39683,57,4.0
375,i5msKAStsaRnliDkj4fgww,Liban Express,"[{'alias': 'lebanese', 'title': 'Lebanese'}]",533,12 boulevard de Roux,43.307536,5.402811,10,4.5
376,5vvx5WF37bIswDIasxuRHw,Rouge Belle de Mai,"[{'alias': 'french', 'title': 'French'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",812,47 rue Fortuné Jourdan,43.311361,5.387022,19,4.5
377,pIT6-LSvd5nyy8jgG6Q1sA,La Cantine du Midi,"[{'alias': 'french', 'title': 'French'}]",784,36 rue Bernard,43.3107213,5.3871257,10,4.5
378,akqoNKGIK_ft4Bad0qkRbA,Coté Sud,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}]",913,28 rue Maréchal Fayolle,43.30094,5.39844,46,4.5
379,P__7FBiVbpZn4Wgf9qOnzw,Le Débouché,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",1107,3 bd National,43.30155,5.38749,20,4.5
380,moqTbZsBc6V1Z_6hZ1utoQ,La Table Cinq,"[{'alias': 'french', 'title': 'French'}]",284,8 avenue des Chartreux,43.30304,5.39733,45,4.5
381,akqoNKGIK_ft4Bad0qkRbA,Coté Sud,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}]",277,28 rue Maréchal Fayolle,43.30094,5.39844,46,4.5
382,qo-RA8bUjBfEXS12QKMWYQ,Greendeliss,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",250,11 avenue du Maréchal Foch,43.30201,5.39782,13,4.0
383,cKF1UxrhAmsQWwYTjOM0QQ,Le Jardin des Arts,"[{'alias': 'french', 'title': 'French'}]",440,53 Rue Marx Dormoy,43.30004,5.39683,57,4.0
384,GzKciMU844-pvb_DUMLMJA,Café Zenji,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",478,24 rue Granoux,43.2987,5.39882,23,4.5
385,ezbHzREkHdlNae51Z6tloA,Kim-Do,"[{'alias': 'japanese', 'title': 'Japanese'}]",221,4 rue Capazza,43.30087,5.40033,155,4.0
386,ZiYwbdpN69vg8bFSkps5RQ,Subway,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",26,64 boulevard de la Blancarde,43.3027572081859,5.40046930290225,1,4.0
387,I_GTBZ74Wb9DOQg-itmGaA,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",543,Place Henri Dunant,43.304251217793,5.3943953234515,81,4.5
388,44UVBhdi6b3886fnv4V9HA,La Jonque Viet,"[{'alias': 'chinese', 'title': 'Chinese'}]",324,28 rue Maréchal Fayolle,43.3004,5.39844,19,4.0
389,R2-tSJ65RV83w72w48372Q,Riz D'or,"[{'alias': 'chinese', 'title': 'Chinese'}]",264,21 ave des Chartreux,43.3036385,5.3976998,21,4.5
390,2vB1EaigawOJsblnrhQdXA,Restaurant des Chutes Lavie,"[{'alias': 'french', 'title': 'French'}]",312,45 avenue des Chutes Lavie,43.315776,5.39864,17,4.0
391,H1o9mtPjC0If1citMNTBVw,Les Grandes Tables,"[{'alias': 'french', 'title': 'French'}]",631,41 rue Jobin,43.310342440269,5.39016813491821,58,3.5
392,I_GTBZ74Wb9DOQg-itmGaA,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",1024,Place Henri Dunant,43.304251217793,5.3943953234515,81,4.5
393,i5msKAStsaRnliDkj4fgww,Liban Express,"[{'alias': 'lebanese', 'title': 'Lebanese'}]",801,12 boulevard de Roux,43.307536,5.402811,10,4.5
394,5vvx5WF37bIswDIasxuRHw,Rouge Belle de Mai,"[{'alias': 'french', 'title': 'French'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",822,47 rue Fortuné Jourdan,43.311361,5.387022,19,4.5
395,pIT6-LSvd5nyy8jgG6Q1sA,La Cantine du Midi,"[{'alias': 'french', 'title': 'French'}]",836,36 rue Bernard,43.3107213,5.3871257,10,4.5
396,WZTiXu82gQ8dMlTZIJsbUg,Capo Rosso,"[{'alias': 'french', 'title': 'French'}]",927,30 bd Verd,43.3169975726422,5.40710806846619,14,4.0
397,cRADeb52wDS3NbR_8tdvHg,Parc Longchamp,"[{'alias': 'parks', 'title': 'Parks'}]",983,Boulevard Jardin Zoologique,43.304587,5.394667,22,4.0
398,GapLGF9QLaN2tIyGbK3WGQ,Les Deux Soeurs,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",381,48 rue Pautrier,43.31109,5.39326,10,3.5
399,V912KSWdrHEHpkmKyBXZ7w,Le Capriccio,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",886,70 bd Camille Flammarion,43.30579,5.39303,28,4.0
400,i5msKAStsaRnliDkj4fgww,Liban Express,"[{'alias': 'lebanese', 'title': 'Lebanese'}]",231,12 boulevard de Roux,43.307536,5.402811,10,4.5
401,AVvSt_qcAwG-5w8d135C2A,Hong-Kong  2,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",39,2 Place Edmond Audran,43.30909,5.40176,4,4.0
402,moqTbZsBc6V1Z_6hZ1utoQ,La Table Cinq,"[{'alias': 'french', 'title': 'French'}]",783,8 avenue des Chartreux,43.30304,5.39733,45,4.5
403,KZzr2vUiti7_Vg4BTmml7g,Cérealia,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",34,7 Place Edmond Audran,43.309652,5.4012558,4,4.0
404,inAqpa84d0Eb5-roUjAThg,La Table de Guy Bistro Créole,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",154,145 ave des Chartreux,43.3083401,5.40016,10,3.0
405,GaS_UZt0GulCXJT01ErswQ,Céréalia,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",38,7 place Edmond Audran,43.30963,5.4013799,8,3.0
406,I_GTBZ74Wb9DOQg-itmGaA,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",806,Place Henri Dunant,43.304251217793,5.3943953234515,81,4.5
407,H1o9mtPjC0If1citMNTBVw,Les Grandes Tables,"[{'alias': 'french', 'title': 'French'}]",919,41 rue Jobin,43.310342440269,5.39016813491821,58,3.5
408,QkrQpW_X7CV56-kkrBcdbw,Le Bistrot Marseillais,"[{'alias': 'bistros', 'title': 'Bistros'}]",15,49 bd Arras,43.30923,5.40144,5,3.5
409,akqoNKGIK_ft4Bad0qkRbA,Coté Sud,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}]",968,28 rue Maréchal Fayolle,43.30094,5.39844,46,4.5
410,WZTiXu82gQ8dMlTZIJsbUg,Capo Rosso,"[{'alias': 'french', 'title': 'French'}]",227,30 bd Verd,43.3169975726422,5.40710806846619,14,4.0
411,i5msKAStsaRnliDkj4fgww,Liban Express,"[{'alias': 'lebanese', 'title': 'Lebanese'}]",1007,12 boulevard de Roux,43.307536,5.402811,10,4.5
412,2vB1EaigawOJsblnrhQdXA,Restaurant des Chutes Lavie,"[{'alias': 'french', 'title': 'French'}]",470,45 avenue des Chutes Lavie,43.315776,5.39864,17,4.0
413,rJZ4q26xZcRI63Do-knmeA,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",37,62 ave de Saint-Just,43.3167970445435,5.40463521982721,1,3.0
414,O7R7VtyXGkjYn4uzmwcrdw,Bella Italia,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",78,4 Boulevard Lambert,43.3166672,5.4053222,2,4.0
415,GW_3IHjbK1NFNv39VZh05g,La Cabane à Pizzas,"[{'alias': 'pizza', 'title': 'Pizza'}]",768,208 avenue Montolivet,43.31263,5.41204,5,4.5
416,4DmlNWvcyRZcS-0xxm-q3g,Brasserie Le Matys,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'nightlife', 'title': 'Nightlife'}]",203,3 Rue Alphonse Daudet,43.3178422,5.4061173,1,4.0
417,inAqpa84d0Eb5-roUjAThg,La Table de Guy Bistro Créole,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",971,145 ave des Chartreux,43.3083401,5.40016,10,3.0
418,NWzbymbwSy_maAF_D7kr_Q,Pizza Première,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",526,36 boulevard de la Fédération,43.3121,5.40277,1,4.0
419,PYNhSs8sv25UnB2MuKpM5w,Le Number One,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",919,1 Boulevard Banon,43.3083197,5.4029428,1,5.0
420,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",53,34 quai du Port,43.296302648832,5.37139641627038,262,4.0
421,_HmsDLwMLKrbmndlNQ7ZoQ,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",212,6 place Daviel,43.2977099227985,5.36929702883606,56,4.5
422,hzeFLbv6RsGfVB3C9MJ5Nw,Carmine,"[{'alias': 'italian', 'title': 'Italian'}]",245,134 quai du Port,43.296061,5.36774,54,4.0
423,m5ERA2E2b07Dm5DSwj_cKA,Miramar,"[{'alias': 'seafood', 'title': 'Seafood'}]",200,12 quai du Port,43.2965,5.373197,143,3.5
424,x1HzS7UZj3v1bMzDcY50vQ,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",294,20 quai de Rive Neuve,43.2934859745132,5.37051770435187,60,4.0
425,CSFc59c3-zGbD-cwFa1pSA,Une Table au Sud,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",236,1 Rue République,43.2963958166187,5.37366704830174,48,4.0
426,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",673,10 rue d'Aubagne,43.295589,5.379063,132,4.5
427,FHHCjx0O5Gq0udJS1reGcA,Le Café des Épices,"[{'alias': 'french', 'title': 'French'}]",160,4 rue du Lacydon,43.29689,5.36919,112,3.5
428,gMbdTQCBPjp7mDfWJehHmQ,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}]",395,24 place aux Huiles,43.2926558819198,5.37180240555722,36,4.5
429,tpya1qrNPfCnSDFE53A6sQ,Le Bocal,"[{'alias': 'french', 'title': 'French'}]",45,58 Quai Du Port,43.29621,5.37132,23,4.0
430,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",176,10 rue d'Aubagne,43.295589,5.379063,132,4.5
431,CSFc59c3-zGbD-cwFa1pSA,Une Table au Sud,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",277,1 Rue République,43.2963958166187,5.37366704830174,48,4.0
432,7av0DefYvzlnjg7dPJgirg,Toinou,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",92,3 cours Saint-Louis,43.29612,5.37825,217,3.5
433,DEHMfZxRq9HXrLx1GEnGfg,La Kahena,"[{'alias': 'arabian', 'title': 'Arabic'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",232,2 rue de la République,43.296495,5.3742438,68,3.5
434,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",461,34 quai du Port,43.296302648832,5.37139641627038,262,4.0
435,VO2Gk3YV0vMLEkc3jg0_BA,Grumpy Cakes,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",346,12 rue Corneille,43.293379,5.375462,35,4.5
436,m5ERA2E2b07Dm5DSwj_cKA,Miramar,"[{'alias': 'seafood', 'title': 'Seafood'}]",316,12 quai du Port,43.2965,5.373197,143,3.5
437,i1aD9BdALxnbeacX1j3Utw,Déjeuner en Ville,"[{'alias': 'bistros', 'title': 'Bistros'}]",289,5 rue de la République,43.2969,5.37363,21,4.5
438,nrxYjkyHSklYcUv4VaNnfg,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",363,34 Rue Baignoir,43.29952,5.37744,47,4.5
439,uLqZhed6FOI-Yxmdi-W2tA,Le Petit Flore,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",354,14 rue Corneille,43.293307,5.375469,24,5.0
440,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",762,10 rue d'Aubagne,43.295589,5.379063,132,4.5
441,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",611,34 quai du Port,43.296302648832,5.37139641627038,262,4.0
442,nrxYjkyHSklYcUv4VaNnfg,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",341,34 Rue Baignoir,43.29952,5.37744,47,4.5
443,wwcX2d_9rQmz9OzUQEVFHw,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",1026,41 rue Adolphe Thiers,43.2972899,5.38546,65,4.5
444,_HmsDLwMLKrbmndlNQ7ZoQ,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",569,6 place Daviel,43.2977099227985,5.36929702883606,56,4.5
445,qzI9sQ6vToMDi_RGk9W13w,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",1174,26 rue des Trois Rois,43.29424,5.384759,78,4.5
446,gMbdTQCBPjp7mDfWJehHmQ,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}]",993,24 place aux Huiles,43.2926558819198,5.37180240555722,36,4.5
447,CSFc59c3-zGbD-cwFa1pSA,Une Table au Sud,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",560,1 Rue République,43.2963958166187,5.37366704830174,48,4.0
448,4q-slQPktkv3bVPV4qrATg,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",1104,12 rue Vian,43.29443,5.38383,119,4.5
449,8aaP45FDUXeJhXKyPIvSfg,Casa No Name,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",1227,7 rue André Poggioli,43.29405,5.38541,30,4.5
450,eC-02pllo4M2SyMtECq7KQ,Carry Nation,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",177,,43.2879836595775,5.37209987640381,43,4.5
451,0GfK46csa2y4fYoGHvuiIg,Treize en Vue,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'french', 'title': 'French'}]",331,40 rue de Breteuil,43.28937,5.37619,45,4.5
452,M4thls5A4dFfzJSF9_A3Pg,Sushi Street Café,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",260,24 boulevard Notre Dame,43.289185,5.372774,101,4.0
453,5qVjvTamS1nztj-Nb-qpRA,Wadina,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",308,133 Rue Breteuil,43.286314,5.377496,94,4.5
454,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",1050,10 rue d'Aubagne,43.295589,5.379063,132,4.5
455,DChQSCzilMIaA0LWn2-yGA,Spok Notre Dame,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",24,67 bd Notre Dame,43.286944,5.374085,8,4.5
456,4sKk3i7CNMb77JU9LdtCKg,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",436,134 rue Paradis,43.2876251243622,5.37909351534427,58,4.5
457,tltXVzIZGoS1rw5JeBdeww,Basilique Notre-Dame de la Garde,"[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",392,Rue Fort du Sanctuaire,43.283955,5.371235,197,4.5
458,KsagIFKCpWr6X_hq9H_mKQ,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",537,24 bd Paul Peytral,43.29022,5.37866,65,4.5
459,KQT9vFVa9Yfy5KcC58jZSA,Le Bistrot Asiatique,"[{'alias': 'panasian', 'title': 'Pan Asian'}]",288,54 rue Breteuil,43.2886423,5.376501,12,4.5
460,qzI9sQ6vToMDi_RGk9W13w,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",124,26 rue des Trois Rois,43.29424,5.384759,78,4.5
461,KgYoPVXM50ZRhWeDl4mlMA,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",315,24 place Notre-Dame du Mont,43.2917571,5.3842254,65,4.5
462,8aaP45FDUXeJhXKyPIvSfg,Casa No Name,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",72,7 rue André Poggioli,43.29405,5.38541,30,4.5
463,4q-slQPktkv3bVPV4qrATg,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",205,12 rue Vian,43.29443,5.38383,119,4.5
464,gQE8ilVDY7JmgQMgv9lomg,WAAW,"[{'alias': 'eventplanning', 'title': 'Party & Event Planning'}, {'alias': 'bistros', 'title': 'Bistros'}]",116,17 rue Pastoret,43.2938186,5.3849285,29,4.0
465,wwcX2d_9rQmz9OzUQEVFHw,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",354,41 rue Adolphe Thiers,43.2972899,5.38546,65,4.5
466,CmHI3dv9Ek4ns9KY-mxM5A,Chez Ida,"[{'alias': 'french', 'title': 'French'}, {'alias': 'karaoke', 'title': 'Karaoke'}]",42,7 Rue Ferdinand Rey,43.2937810155134,5.38633754860625,31,4.5
467,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",606,10 rue d'Aubagne,43.295589,5.379063,132,4.5
468,KjP62bxxlqEpNv-SxBxW6Q,O'Pakistan,"[{'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'indpak', 'title': 'Indian'}]",124,11 rue des Trois Rois,43.29412,5.38475,186,4.0
469,esjrwV07jbs08weWPhgVBA,Le Pavillon Thaï,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",184,28 rue des 3 Frères Barthélemy,43.29282,5.3850698,166,4.0
470,5qVjvTamS1nztj-Nb-qpRA,Wadina,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",324,133 Rue Breteuil,43.286314,5.377496,94,4.5
471,tltXVzIZGoS1rw5JeBdeww,Basilique Notre-Dame de la Garde,"[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",309,Rue Fort du Sanctuaire,43.283955,5.371235,197,4.5
472,0GfK46csa2y4fYoGHvuiIg,Treize en Vue,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'french', 'title': 'French'}]",604,40 rue de Breteuil,43.28937,5.37619,45,4.5
473,4sKk3i7CNMb77JU9LdtCKg,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",518,134 rue Paradis,43.2876251243622,5.37909351534427,58,4.5
474,eC-02pllo4M2SyMtECq7KQ,Carry Nation,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",503,,43.2879836595775,5.37209987640381,43,4.5
475,KgYoPVXM50ZRhWeDl4mlMA,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",1137,24 place Notre-Dame du Mont,43.2917571,5.3842254,65,4.5
476,gMbdTQCBPjp7mDfWJehHmQ,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}]",998,24 place aux Huiles,43.2926558819198,5.37180240555722,36,4.5
477,KsagIFKCpWr6X_hq9H_mKQ,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",754,24 bd Paul Peytral,43.29022,5.37866,65,4.5
